"ID","sqmPrice","regio2"
9790,10.5096549540994,"Essen"
9808,10.9615384615385,"Essen"
9866,8.95220385674931,"Duisburg"
9869,12.32706633558,"Bochum"
9874,9.20634920634921,"Duisburg"
9950,7.16666666666667,"Duisburg"
9953,9.74842767295597,"Bochum"
10015,9.66265060240964,"Dortmund"
10040,8.66129994036971,"Duisburg"
10087,8.5,"Bochum"
10172,10,"Bochum"
10200,9.92063492063492,"Dortmund"
10285,10.3136698076675,"Duisburg"
10326,9.43333333333333,"Essen"
10359,9.01612903225806,"Essen"
10364,10.2083624667879,"Essen"
10727,7.80093227310118,"Duisburg"
10896,7.78027201901492,"Essen"
11030,9.72972972972973,"Bochum"
11038,12.089552238806,"Dortmund"
11141,10.7272727272727,"Dortmund"
11215,9.65151515151515,"Bochum"
11362,8.68055555555556,"Essen"
11393,8.62903225806452,"Bochum"
11468,9.69096405777628,"Duisburg"
11512,9.65753424657534,"Essen"
11524,11.1320458470718,"Essen"
11531,8.96551724137931,"Dortmund"
11619,9.96575342465753,"Dortmund"
11649,9.52054794520548,"Dortmund"
11691,8.52871754523997,"Duisburg"
11692,9.85714285714286,"Duisburg"
11718,10.5833333333333,"Bochum"
11750,10.126582278481,"Bochum"
11789,8.88888888888889,"Dortmund"
11801,7,"Essen"
11802,9.16666666666667,"Dortmund"
11840,7.37666666666667,"Dortmund"
11848,7.32386113959279,"Bochum"
11933,8.29962746141565,"Dortmund"
11954,10.1114125169541,"Dortmund"
12067,10.3448275862069,"Dortmund"
